measured_on,poa_irradiance_o_149574
2024-03-04 09:00:00,221.9
2024-03-04 09:05:00,173.5
2024-03-04 09:10:00,189.4
2024-03-04 09:15:00,181.0
2024-03-04 09:20:00,170.4
2024-03-04 09:25:00,237.9
2024-03-04 09:30:00,192.6
2024-03-04 09:35:00,201.6
2024-03-04 09:40:00,201.7
2024-03-04 09:45:00,148.1
2024-03-04 09:50:00,140.7
2024-03-04 09:55:00,188.5
2024-03-04 10:00:00,220.5
2024-03-04 10:05:00,245.7
2024-03-04 10:10:00,278.8
2024-03-04 10:15:00,377.6
2024-03-04 10:20:00,366.3
2024-03-04 10:25:00,305.6
2024-03-04 10:30:00,273.7
2024-03-04 10:35:00,214.5
2024-03-04 10:40:00,172.1
2024-03-04 10:45:00,202.1
2024-03-04 10:50:00,229.7
2024-03-04 10:55:00,222.8
2024-03-04 11:00:00,219.1
2024-03-04 11:05:00,216.5
2024-03-04 11:10:00,229.9
2024-03-04 11:15:00,212.7
2024-03-04 11:20:00,206.6
2024-03-04 11:25:00,238.7
2024-03-04 11:30:00,237.3
2024-03-04 11:35:00,212.1
2024-03-04 11:40:00,159.3
2024-03-04 11:45:00,150.7
2024-03-04 11:50:00,176.7
2024-03-04 11:55:00,197.6
2024-03-04 12:00:00,241.6
2024-03-04 12:05:00,307.1
2024-03-04 12:10:00,312.9
2024-03-04 12:15:00,307.6
2024-03-04 12:20:00,286.4
2024-03-04 12:25:00,261.1
2024-03-04 12:30:00,257.8
2024-03-04 12:35:00,235.4
2024-03-04 12:40:00,229.5
2024-03-04 12:45:00,232.8
2024-03-04 12:50:00,257.9
2024-03-04 12:55:00,293.3
2024-03-04 13:00:00,311.3
2024-03-04 13:05:00,321.3
2024-03-04 13:10:00,370.8
2024-03-04 13:15:00,315.8
2024-03-04 13:20:00,231.2
2024-03-04 13:25:00,289.2
2024-03-04 13:30:00,359.4
2024-03-04 13:35:00,316.9
2024-03-04 13:40:00,271.1
2024-03-04 13:45:00,294.9
2024-03-04 13:50:00,325.0
2024-03-04 13:55:00,291.9
2024-03-04 14:00:00,268.9
2024-03-04 14:05:00,245.4
2024-03-04 14:10:00,194.3
2024-03-04 14:15:00,155.0
2024-03-04 14:20:00,146.3
2024-03-04 14:25:00,122.6
2024-03-04 14:30:00,171.5
2024-03-04 14:35:00,198.1
2024-03-04 14:40:00,209.1
2024-03-04 14:45:00,229.6
2024-03-04 14:50:00,196.5
2024-03-04 14:55:00,171.2
2024-03-04 15:00:00,134.2
2024-03-04 15:05:00,113.6
2024-03-04 15:10:00,107.6
2024-03-04 15:15:00,90.8
2024-03-04 15:20:00,81.7
2024-03-04 15:25:00,83.0
2024-03-04 15:30:00,92.7
2024-03-04 15:35:00,87.59999999999998
2024-03-04 15:40:00,87.09999999999998
2024-03-04 15:45:00,124.8
2024-03-04 15:50:00,158.8
2024-03-04 15:55:00,151.0
2024-03-04 16:00:00,187.3
2024-03-04 16:05:00,194.5
2024-03-04 16:10:00,187.7
2024-03-04 16:15:00,173.0
2024-03-04 16:20:00,137.7
2024-03-04 16:25:00,82.5
2024-03-04 16:30:00,63.9
2024-03-04 16:35:00,61.0
2024-03-04 16:40:00,83.79999999999998
2024-03-04 16:45:00,70.2
2024-03-04 16:50:00,51.4
2024-03-04 16:55:00,53.5
2024-03-04 17:00:00,56.0
2024-03-04 17:05:00,51.1
2024-03-04 17:10:00,44.0
2024-03-04 17:15:00,33.8
2024-03-04 17:20:00,31.2
2024-03-04 17:25:00,16.9
2024-03-04 17:30:00,16.2
2024-03-04 17:35:00,11.1
2024-03-04 17:40:00,11.5
2024-03-04 17:45:00,12.2
2024-03-04 17:50:00,10.5
2024-03-04 17:55:00,10.0
2024-03-04 18:00:00,4.1
2024-03-04 18:05:00,0.5
2024-03-04 18:10:00,0.0
2024-03-04 18:15:00,0.0
2024-03-04 18:20:00,0.0
2024-03-04 18:25:00,0.0
2024-03-04 18:30:00,0.0
2024-03-04 18:35:00,0.0
2024-03-04 18:40:00,0.0
2024-03-04 18:50:00,0.0
2024-03-04 18:55:00,0.0
2024-03-04 19:00:00,0.0
2024-03-04 19:20:00,0.0
2024-03-04 19:40:00,0.0
2024-03-04 19:45:00,0.0
2024-03-04 19:55:00,0.0
2024-03-04 20:00:00,0.0
2024-03-04 20:15:00,0.0
2024-03-04 20:20:00,0.0
2024-03-04 20:25:00,0.0
2024-03-04 20:30:00,0.0
2024-03-04 20:35:00,0.0
2024-03-04 20:40:00,0.0
2024-03-04 20:45:00,0.0
2024-03-04 20:50:00,0.0
2024-03-04 20:55:00,0.0
2024-03-04 21:00:00,0.0
2024-03-04 21:05:00,0.0
2024-03-04 21:10:00,0.0
2024-03-04 21:15:00,0.0
2024-03-04 21:35:00,0.0
2024-03-04 21:45:00,0.0
2024-03-04 22:00:00,0.0
2024-03-04 22:05:00,0.0
2024-03-04 22:10:00,0.0
2024-03-04 22:30:00,0.0
2024-03-04 22:35:00,0.0
2024-03-04 22:45:00,0.0
2024-03-04 22:50:00,0.0
2024-03-04 22:55:00,0.0
2024-03-04 23:00:00,0.0
