event_id,inv_id,timestamp_debut,timestamp_fin,duree_minutes,peak_error,dtw_distance,mean_error,gradient_montee,gradient_descente
1294,2,2020-01-16 11:40,2020-01-16 13:35,120,0.3793,0.0,0.2655,0.05,-0.03
1295,2,2020-01-17 07:45,2020-01-17 09:50,130,0.0874,0.0,0.0612,0.05,-0.03
1296,2,2020-01-17 10:30,2020-01-17 10:40,15,0.0677,0.0,0.0474,0.05,-0.03
1297,2,2020-01-17 11:35,2020-01-17 13:10,100,0.5523,0.0,0.3866,0.05,-0.03
1298,2,2020-01-27 07:20,2020-01-27 07:45,30,0.0564,0.0,0.0395,0.05,-0.03
1299,2,2020-01-27 09:35,2020-01-27 13:00,210,0.383,0.0,0.2681,0.05,-0.03
1300,2,2020-01-27 14:00,2020-01-27 15:10,75,0.5383,0.0,0.3768,0.05,-0.03
1301,2,2020-01-30 06:55,2020-01-30 07:55,65,0.069,0.0,0.0483,0.05,-0.03
1302,2,2020-01-30 10:15,2020-01-30 12:00,110,0.3958,0.0,0.2771,0.05,-0.03
1303,2,2020-01-30 13:40,2020-01-30 14:55,80,0.7258,0.0,0.5081,0.05,-0.03
1304,2,2020-02-06 07:15,2020-02-06 08:00,50,0.0881,0.0,0.0617,0.05,-0.03
1305,2,2020-02-06 09:25,2020-02-06 10:15,55,0.3726,0.0,0.2608,0.05,-0.03
1306,2,2020-02-06 11:05,2020-02-06 13:40,160,0.2966,0.0,0.2076,0.05,-0.03
1307,2,2020-02-24 06:45,2020-02-24 07:25,45,0.0865,0.0,0.0605,0.05,-0.03
1308,2,2020-02-24 10:30,2020-02-24 10:40,15,0.7304,0.0,0.5113,0.05,-0.03
1309,2,2020-02-24 13:10,2020-02-24 14:35,90,0.6793,0.0,0.4755,0.05,-0.03
1310,2,2020-04-03 08:15,2020-04-03 08:30,20,0.0985,0.0,0.069,0.05,-0.03
1311,2,2020-04-03 10:55,2020-04-03 11:25,35,0.6944,0.0,0.4861,0.05,-0.03
1312,2,2020-06-18 18:45,2020-06-18 19:10,30,0.1234,0.0,0.0864,0.05,-0.03
1313,2,2020-06-28 15:20,2020-06-28 15:30,15,0.2417,0.0,0.1692,0.05,-0.03
1314,2,2020-06-28 16:35,2020-06-28 17:45,75,0.3048,0.0,0.2134,0.05,-0.03
1315,2,2020-07-08 13:10,2020-07-08 13:35,30,0.3077,0.0,0.2154,0.05,-0.03
1316,2,2020-07-10 06:55,2020-07-10 07:15,25,0.0561,0.0,0.0393,0.05,-0.03
1317,2,2020-07-10 11:55,2020-07-10 12:20,30,0.2573,0.0,0.1801,0.05,-0.03
1318,2,2020-07-24 10:00,2020-07-24 11:20,85,0.5195,0.0,0.3636,0.05,-0.03
1319,2,2020-07-24 16:15,2020-07-24 17:20,70,0.5132,0.0,0.3592,0.05,-0.03
1320,2,2020-07-25 07:55,2020-07-25 10:30,160,0.2848,0.0,0.1994,0.05,-0.03
1321,2,2020-07-25 14:15,2020-07-25 15:00,50,0.736,0.0,0.5152,0.05,-0.03
1322,2,2020-07-25 16:45,2020-07-25 19:00,140,0.3886,0.0,0.272,0.05,-0.03
1323,2,2020-07-27 08:20,2020-07-27 10:50,155,0.4509,0.0,0.3156,0.05,-0.03
1324,2,2020-07-27 15:25,2020-07-27 15:40,20,0.6486,0.0,0.454,0.05,-0.03
1325,2,2020-07-27 17:05,2020-07-27 18:25,85,0.2639,0.0,0.1847,0.05,-0.03
1326,2,2020-07-28 07:35,2020-07-28 08:05,35,0.1311,0.0,0.0918,0.05,-0.03
1327,2,2020-07-28 08:45,2020-07-28 09:55,75,0.5533,0.0,0.3873,0.05,-0.03
1328,2,2020-07-28 11:00,2020-07-28 11:35,40,0.6978,0.0,0.4885,0.05,-0.03
1329,2,2020-07-28 14:45,2020-07-28 16:55,135,0.5865,0.0,0.4106,0.05,-0.03
1330,2,2020-07-31 10:40,2020-07-31 11:05,30,0.2615,0.0,0.183,0.05,-0.03
1331,2,2020-07-31 12:40,2020-07-31 12:50,15,0.5279,0.0,0.3695,0.05,-0.03
1332,2,2020-09-02 11:10,2020-09-02 11:20,15,0.6624,0.0,0.4637,0.05,-0.03
1333,2,2020-09-02 14:40,2020-09-02 14:50,15,0.6556,0.0,0.4589,0.05,-0.03
1334,2,2020-09-02 18:25,2020-09-02 18:50,30,0.1035,0.0,0.0724,0.05,-0.03
1335,2,2020-09-03 13:40,2020-09-03 13:50,15,0.7523,0.0,0.5266,0.05,-0.03
1336,2,2020-12-04 12:15,2020-12-04 12:30,20,0.742,0.0,0.5194,0.05,-0.03
1337,2,2020-12-17 09:25,2020-12-17 10:30,70,0.3166,0.0,0.2216,0.05,-0.03
1338,2,2020-12-17 11:10,2020-12-17 11:20,15,0.7336,0.0,0.5135,0.05,-0.03
1339,2,2020-12-17 14:00,2020-12-17 14:35,40,0.1033,0.0,0.0723,0.05,-0.03
1340,2,2021-01-04 09:25,2021-01-04 09:35,15,0.0708,0.0,0.0496,0.05,-0.03
1341,2,2021-01-04 10:20,2021-01-04 12:50,155,0.457,0.0,0.3199,0.05,-0.03
1342,2,2021-01-04 13:40,2021-01-04 15:20,105,0.4498,0.0,0.3149,0.05,-0.03
1343,2,2021-04-25 07:25,2021-04-25 07:55,35,0.0708,0.0,0.0496,0.05,-0.03
1344,2,2021-04-25 09:50,2021-04-25 10:20,35,0.0983,0.0,0.0688,0.05,-0.03
1345,2,2021-04-25 11:30,2021-04-25 11:40,15,0.0705,0.0,0.0493,0.05,-0.03
1346,2,2021-04-25 13:05,2021-04-25 14:05,65,0.5522,0.0,0.3865,0.05,-0.03
1347,2,2021-04-25 16:20,2021-04-25 16:30,15,0.3543,0.0,0.248,0.05,-0.03
1348,2,2021-04-25 17:35,2021-04-25 18:20,50,0.4262,0.0,0.2983,0.05,-0.03
1349,2,2021-04-27 11:35,2021-04-27 11:45,15,0.8401,0.0,0.5881,0.05,-0.03
1350,2,2021-04-27 13:40,2021-04-27 13:50,15,0.8874,0.0,0.6212,0.05,-0.03
1351,2,2021-05-13 12:55,2021-05-13 13:10,20,0.7561,0.0,0.5293,0.05,-0.03
1352,2,2021-05-13 14:05,2021-05-13 14:15,15,0.0834,0.0,0.0584,0.05,-0.03
1353,2,2021-05-13 15:35,2021-05-13 15:45,15,0.1958,0.0,0.1371,0.05,-0.03
1354,2,2021-05-20 16:00,2021-05-20 17:20,85,0.3583,0.0,0.2508,0.05,-0.03
1355,2,2021-05-22 07:40,2021-05-22 08:30,55,0.1444,0.0,0.1011,0.05,-0.03
1356,2,2021-05-22 18:35,2021-05-22 19:05,35,0.1925,0.0,0.1347,0.05,-0.03
1357,2,2021-05-24 05:55,2021-05-24 06:05,15,0.0618,0.0,0.0433,0.05,-0.03
1358,2,2021-05-24 11:55,2021-05-24 12:05,15,0.108,0.0,0.0756,0.05,-0.03
1359,2,2021-05-24 13:10,2021-05-24 14:10,65,0.6032,0.0,0.4222,0.05,-0.03
1360,2,2021-05-24 16:10,2021-05-24 16:45,40,0.3607,0.0,0.2525,0.05,-0.03
1361,2,2021-05-24 18:55,2021-05-24 19:05,15,0.0817,0.0,0.0572,0.05,-0.03
1362,2,2021-05-25 06:15,2021-05-25 07:00,50,0.2252,0.0,0.1576,0.05,-0.03
1363,2,2021-05-25 14:40,2021-05-25 14:50,15,0.7823,0.0,0.5476,0.05,-0.03
1364,2,2021-05-25 16:35,2021-05-25 17:15,45,0.5455,0.0,0.3818,0.05,-0.03
1365,2,2021-05-27 17:50,2021-05-27 18:10,25,0.4122,0.0,0.2885,0.05,-0.03
1366,2,2021-05-29 06:20,2021-05-29 06:35,20,0.1352,0.0,0.0946,0.05,-0.03
1367,2,2021-05-29 07:30,2021-05-29 07:45,20,0.1341,0.0,0.0939,0.05,-0.03
1368,2,2021-05-29 08:25,2021-05-29 09:15,55,0.0633,0.0,0.0443,0.05,-0.03
1369,2,2021-05-29 13:00,2021-05-29 13:10,15,0.857,0.0,0.5999,0.05,-0.03
1370,2,2021-06-08 06:15,2021-06-08 06:30,20,0.1143,0.0,0.08,0.05,-0.03
1371,2,2021-06-08 07:05,2021-06-08 07:15,15,0.2963,0.0,0.2074,0.05,-0.03
1372,2,2021-06-08 14:20,2021-06-08 15:50,95,0.4785,0.0,0.3349,0.05,-0.03
1373,2,2021-06-08 19:05,2021-06-08 19:15,15,0.3579,0.0,0.2505,0.05,-0.03
1374,2,2021-06-09 06:05,2021-06-09 06:20,20,0.0935,0.0,0.0654,0.05,-0.03
1375,2,2021-06-09 07:15,2021-06-09 07:55,45,0.1808,0.0,0.1266,0.05,-0.03
1376,2,2021-06-09 11:00,2021-06-09 11:25,30,0.3037,0.0,0.2126,0.05,-0.03
1377,2,2021-06-09 13:05,2021-06-09 13:20,20,0.5854,0.0,0.4098,0.05,-0.03
1378,2,2021-06-09 14:30,2021-06-09 16:20,115,0.35,0.0,0.245,0.05,-0.03
1379,2,2021-06-09 18:45,2021-06-09 19:10,30,0.1611,0.0,0.1128,0.05,-0.03
1380,2,2021-06-14 08:00,2021-06-14 08:20,25,0.3219,0.0,0.2253,0.05,-0.03
1381,2,2021-06-14 08:55,2021-06-14 09:10,20,0.223,0.0,0.1561,0.05,-0.03
1382,2,2021-06-14 10:15,2021-06-14 10:50,40,0.4861,0.0,0.3403,0.05,-0.03
1383,2,2021-06-14 11:50,2021-06-14 12:45,60,0.5165,0.0,0.3615,0.05,-0.03
1384,2,2021-06-14 13:30,2021-06-14 13:40,15,0.1858,0.0,0.1301,0.05,-0.03
1385,2,2021-06-14 14:30,2021-06-14 14:40,15,0.6632,0.0,0.4642,0.05,-0.03
1386,2,2021-06-14 15:20,2021-06-14 15:30,15,0.5185,0.0,0.3629,0.05,-0.03
1387,2,2021-06-14 19:20,2021-06-14 19:35,20,0.0833,0.0,0.0583,0.05,-0.03
1388,2,2021-07-03 15:25,2021-07-03 16:30,70,0.2889,0.0,0.2022,0.05,-0.03
1389,2,2021-07-03 17:10,2021-07-03 19:05,120,0.2968,0.0,0.2078,0.05,-0.03
1390,2,2021-07-14 09:15,2021-07-14 09:30,20,0.441,0.0,0.3087,0.05,-0.03
1391,2,2021-07-22 10:25,2021-07-22 10:35,15,0.6003,0.0,0.4202,0.05,-0.03
1392,2,2021-07-22 12:45,2021-07-22 12:55,15,0.8185,0.0,0.573,0.05,-0.03
1393,2,2021-08-20 08:20,2021-08-20 10:30,135,0.0936,0.0,0.0655,0.05,-0.03
1394,2,2021-08-20 11:10,2021-08-20 14:00,175,0.5593,0.0,0.3915,0.05,-0.03
1395,2,2021-08-21 08:05,2021-08-21 13:55,355,0.2231,0.0,0.1562,0.05,-0.03
1396,2,2021-08-21 15:10,2021-08-21 17:40,155,0.2556,0.0,0.1789,0.05,-0.03
1397,2,2021-08-21 19:40,2021-08-21 19:55,20,0.0708,0.0,0.0496,0.05,-0.03
1398,2,2021-08-22 13:10,2021-08-22 14:05,60,0.8212,0.0,0.5748,0.05,-0.03
1399,2,2021-08-28 09:55,2021-08-28 10:05,15,0.5683,0.0,0.3978,0.05,-0.03
1400,2,2021-08-28 10:45,2021-08-28 13:40,180,0.4853,0.0,0.3397,0.05,-0.03
1401,2,2021-09-10 06:45,2021-09-10 08:55,135,0.2885,0.0,0.2019,0.05,-0.03
1402,2,2021-09-10 12:15,2021-09-10 16:45,275,0.6074,0.0,0.4252,0.05,-0.03
1403,2,2021-09-12 09:45,2021-09-12 09:55,15,0.0963,0.0,0.0674,0.05,-0.03
1404,2,2021-09-12 12:45,2021-09-12 12:55,15,0.8292,0.0,0.5804,0.05,-0.03
1405,2,2021-09-18 08:35,2021-09-18 10:40,130,0.4189,0.0,0.2932,0.05,-0.03
1406,2,2021-09-18 11:20,2021-09-18 14:00,165,0.4395,0.0,0.3076,0.05,-0.03
1407,2,2021-09-18 17:30,2021-09-18 18:10,45,0.0662,0.0,0.0463,0.05,-0.03
1408,2,2021-09-22 07:20,2021-09-22 07:35,20,0.0997,0.0,0.0698,0.05,-0.03
1409,2,2021-09-22 10:00,2021-09-22 10:10,15,0.1728,0.0,0.121,0.05,-0.03
1410,2,2021-09-22 11:05,2021-09-22 12:05,65,0.1929,0.0,0.135,0.05,-0.03
1411,2,2021-09-22 13:35,2021-09-22 13:45,15,0.8054,0.0,0.5638,0.05,-0.03
1412,2,2021-09-27 07:00,2021-09-27 08:00,65,0.0801,0.0,0.0561,0.05,-0.03
1413,2,2021-09-27 09:40,2021-09-27 16:55,440,0.2681,0.0,0.1877,0.05,-0.03
1414,2,2021-09-27 17:45,2021-09-27 19:15,95,0.074,0.0,0.0518,0.05,-0.03
1415,2,2021-10-14 13:00,2021-10-14 13:10,15,0.8639,0.0,0.6047,0.05,-0.03
1416,2,2021-11-20 08:20,2021-11-20 08:30,15,0.055,0.0,0.0385,0.05,-0.03
1417,2,2021-11-20 09:10,2021-11-20 09:35,30,0.0872,0.0,0.061,0.05,-0.03
1418,2,2021-11-20 12:05,2021-11-20 12:15,15,0.8362,0.0,0.5853,0.05,-0.03
1419,2,2021-12-07 09:05,2021-12-07 09:20,20,0.2002,0.0,0.1401,0.05,-0.03
1420,2,2021-12-07 13:30,2021-12-07 13:40,15,0.7177,0.0,0.5024,0.05,-0.03
1421,2,2022-03-23 09:35,2022-03-23 10:40,70,0.0884,0.0,0.0619,0.05,-0.03
1422,2,2022-03-23 13:55,2022-03-23 15:45,115,0.5426,0.0,0.3798,0.05,-0.03
1423,2,2022-04-01 06:55,2022-04-01 08:25,95,0.1191,0.0,0.0834,0.05,-0.03
1424,2,2022-04-01 11:30,2022-04-01 12:35,70,0.3804,0.0,0.2663,0.05,-0.03
1425,2,2022-04-01 14:30,2022-04-01 15:10,45,0.3694,0.0,0.2586,0.05,-0.03
1426,2,2022-04-01 16:05,2022-04-01 16:15,15,0.6816,0.0,0.4771,0.05,-0.03
1427,2,2022-04-01 18:20,2022-04-01 18:30,15,0.0537,0.0,0.0376,0.05,-0.03
1428,2,2022-04-04 08:40,2022-04-04 18:30,595,0.2963,0.0,0.2074,0.05,-0.03
1429,2,2022-04-11 07:45,2022-04-11 08:30,50,0.1326,0.0,0.0928,0.05,-0.03
1430,2,2022-04-11 09:10,2022-04-11 09:20,15,0.102,0.0,0.0714,0.05,-0.03
1431,2,2022-04-11 10:00,2022-04-11 10:40,45,0.3209,0.0,0.2246,0.05,-0.03
1432,2,2022-04-11 14:15,2022-04-11 15:40,90,0.6948,0.0,0.4864,0.05,-0.03
1433,2,2022-04-15 07:10,2022-04-15 09:55,170,0.4692,0.0,0.3284,0.05,-0.03
1434,2,2022-04-15 11:10,2022-04-15 13:20,135,0.6768,0.0,0.4738,0.05,-0.03
1435,2,2022-04-15 14:55,2022-04-15 17:05,135,0.5178,0.0,0.3625,0.05,-0.03
1436,2,2022-04-16 07:00,2022-04-16 07:25,30,0.0975,0.0,0.0682,0.05,-0.03
1437,2,2022-04-16 09:10,2022-04-16 09:20,15,0.0628,0.0,0.044,0.05,-0.03
1438,2,2022-04-16 10:15,2022-04-16 11:50,100,0.3627,0.0,0.2539,0.05,-0.03
1439,2,2022-04-16 13:30,2022-04-16 13:40,15,0.6574,0.0,0.4602,0.05,-0.03
1440,2,2022-04-16 14:30,2022-04-16 14:40,15,0.1644,0.0,0.1151,0.05,-0.03
1441,2,2022-04-21 07:05,2022-04-21 08:35,95,0.4346,0.0,0.3042,0.05,-0.03
1442,2,2022-04-21 11:05,2022-04-21 12:00,60,0.4752,0.0,0.3326,0.05,-0.03
1443,2,2022-04-21 12:55,2022-04-21 16:30,220,0.6244,0.0,0.4371,0.05,-0.03
1444,2,2022-04-22 06:45,2022-04-22 07:30,50,0.1911,0.0,0.1338,0.05,-0.03
1445,2,2022-04-22 08:50,2022-04-22 09:00,15,0.476,0.0,0.3332,0.05,-0.03
1446,2,2022-04-22 12:05,2022-04-22 12:15,15,0.7251,0.0,0.5076,0.05,-0.03
1447,2,2022-04-22 14:10,2022-04-22 17:05,180,0.4802,0.0,0.3361,0.05,-0.03
1448,2,2022-04-22 18:10,2022-04-22 18:20,15,0.2155,0.0,0.1508,0.05,-0.03
1449,2,2022-04-22 19:20,2022-04-22 19:30,15,0.0539,0.0,0.0377,0.05,-0.03
1450,2,2022-04-28 16:30,2022-04-28 18:00,95,0.3645,0.0,0.2552,0.05,-0.03
1451,2,2022-04-30 07:00,2022-04-30 08:20,85,0.2845,0.0,0.1991,0.05,-0.03
1452,2,2022-04-30 09:25,2022-04-30 09:35,15,0.1085,0.0,0.0759,0.05,-0.03
1453,2,2022-04-30 11:45,2022-04-30 12:10,30,0.5614,0.0,0.393,0.05,-0.03
1454,2,2022-05-03 09:05,2022-05-03 09:55,55,0.5708,0.0,0.3996,0.05,-0.03
1455,2,2022-05-03 13:15,2022-05-03 13:45,35,0.8578,0.0,0.6005,0.05,-0.03
1456,2,2022-05-03 16:25,2022-05-03 16:35,15,0.5685,0.0,0.3979,0.05,-0.03
1457,2,2022-05-07 13:05,2022-05-07 13:15,15,0.8738,0.0,0.6117,0.05,-0.03
1458,2,2022-05-07 14:35,2022-05-07 15:20,50,0.4319,0.0,0.3023,0.05,-0.03
1459,2,2022-05-07 16:00,2022-05-07 17:05,70,0.5061,0.0,0.3543,0.05,-0.03
1460,2,2022-05-07 17:50,2022-05-07 19:50,125,0.4852,0.0,0.3396,0.05,-0.03
1461,2,2022-05-08 09:35,2022-05-08 11:15,105,0.4777,0.0,0.3344,0.05,-0.03
1462,2,2022-05-08 13:40,2022-05-08 14:00,25,0.5711,0.0,0.3998,0.05,-0.03
1463,2,2022-05-08 15:35,2022-05-08 16:55,85,0.4578,0.0,0.3205,0.05,-0.03
1464,2,2022-05-08 19:55,2022-05-08 20:10,20,0.0584,0.0,0.0409,0.05,-0.03
1465,2,2022-05-09 07:25,2022-05-09 07:35,15,0.0537,0.0,0.0376,0.05,-0.03
1466,2,2022-05-09 10:05,2022-05-09 17:00,420,0.4612,0.0,0.3228,0.05,-0.03
1467,2,2022-05-10 07:30,2022-05-10 10:00,155,0.4141,0.0,0.2899,0.05,-0.03
1468,2,2022-05-10 10:40,2022-05-10 11:00,25,0.4615,0.0,0.323,0.05,-0.03
1469,2,2022-05-10 12:25,2022-05-10 14:10,110,0.4553,0.0,0.3187,0.05,-0.03
1470,2,2022-05-10 16:55,2022-05-10 18:30,100,0.2428,0.0,0.17,0.05,-0.03
1471,2,2022-05-11 15:20,2022-05-11 15:30,15,0.1608,0.0,0.1126,0.05,-0.03
1472,2,2022-05-11 16:05,2022-05-11 18:10,130,0.3709,0.0,0.2596,0.05,-0.03
1473,2,2022-06-05 06:15,2022-06-05 07:30,80,0.206,0.0,0.1442,0.05,-0.03
1474,2,2022-06-05 09:40,2022-06-05 10:50,75,0.1579,0.0,0.1105,0.05,-0.03
1475,2,2022-06-05 11:45,2022-06-05 15:15,215,0.5656,0.0,0.3959,0.05,-0.03
1476,2,2022-06-05 16:10,2022-06-05 16:20,15,0.217,0.0,0.1519,0.05,-0.03
1477,2,2022-06-05 16:55,2022-06-05 18:00,70,0.2412,0.0,0.1688,0.05,-0.03
1478,2,2022-06-06 11:05,2022-06-06 11:35,35,0.6004,0.0,0.4203,0.05,-0.03
1479,2,2022-06-07 07:05,2022-06-07 08:10,70,0.3007,0.0,0.2105,0.05,-0.03
1480,2,2022-06-07 08:45,2022-06-07 08:55,15,0.4279,0.0,0.2995,0.05,-0.03
1481,2,2022-06-07 10:20,2022-06-07 10:30,15,0.6831,0.0,0.4782,0.05,-0.03
1482,2,2022-06-07 12:15,2022-06-07 12:30,20,0.1008,0.0,0.0706,0.05,-0.03
1483,2,2022-06-07 13:55,2022-06-07 14:10,20,0.8117,0.0,0.5682,0.05,-0.03
1484,2,2022-06-07 15:45,2022-06-07 16:00,20,0.3472,0.0,0.243,0.05,-0.03
1485,2,2022-06-07 16:35,2022-06-07 17:10,40,0.4551,0.0,0.3186,0.05,-0.03
1486,2,2022-06-07 17:45,2022-06-07 18:45,65,0.2722,0.0,0.1905,0.05,-0.03
1487,2,2022-06-17 07:40,2022-06-17 10:05,150,0.5803,0.0,0.4062,0.05,-0.03
1488,2,2022-06-17 12:50,2022-06-17 13:00,15,0.8065,0.0,0.5646,0.05,-0.03
1489,2,2022-06-17 13:50,2022-06-17 18:00,255,0.6078,0.0,0.4255,0.05,-0.03
1490,2,2022-06-18 05:40,2022-06-18 06:05,30,0.1174,0.0,0.0822,0.05,-0.03
1491,2,2022-06-18 07:10,2022-06-18 07:40,35,0.2327,0.0,0.1629,0.05,-0.03
1492,2,2022-06-18 13:25,2022-06-18 13:50,30,0.4959,0.0,0.3471,0.05,-0.03
1493,2,2022-06-18 14:40,2022-06-18 16:00,85,0.3906,0.0,0.2734,0.05,-0.03
1494,2,2022-06-18 17:20,2022-06-18 18:45,90,0.4117,0.0,0.2882,0.05,-0.03
1495,2,2022-06-19 13:40,2022-06-19 13:50,15,0.883,0.0,0.6181,0.05,-0.03
1496,2,2022-06-20 07:20,2022-06-20 08:30,75,0.435,0.0,0.3045,0.05,-0.03
1497,2,2022-06-20 10:35,2022-06-20 11:20,50,0.2226,0.0,0.1558,0.05,-0.03
1498,2,2022-06-20 17:50,2022-06-20 18:35,50,0.5581,0.0,0.3907,0.05,-0.03
1499,2,2022-06-20 19:20,2022-06-20 20:15,60,0.2476,0.0,0.1733,0.05,-0.03
1500,2,2022-06-21 07:45,2022-06-21 09:35,115,0.3744,0.0,0.2621,0.05,-0.03
1501,2,2022-06-21 10:10,2022-06-21 10:35,30,0.5307,0.0,0.3715,0.05,-0.03
1502,2,2022-06-21 14:15,2022-06-21 14:25,15,0.7999,0.0,0.5599,0.05,-0.03
1503,2,2022-06-21 16:30,2022-06-21 17:50,85,0.343,0.0,0.2401,0.05,-0.03
1504,2,2022-06-22 07:00,2022-06-22 09:05,130,0.4211,0.0,0.2948,0.05,-0.03
1505,2,2022-06-22 14:15,2022-06-22 14:35,25,0.1209,0.0,0.0846,0.05,-0.03
1506,2,2022-06-22 17:15,2022-06-22 19:10,120,0.4779,0.0,0.3345,0.05,-0.03
1507,2,2022-06-23 08:05,2022-06-23 16:20,500,0.5633,0.0,0.3943,0.05,-0.03
1508,2,2022-06-24 06:20,2022-06-24 06:45,30,0.1226,0.0,0.0858,0.05,-0.03
1509,2,2022-06-24 17:40,2022-06-24 19:35,120,0.5312,0.0,0.3718,0.05,-0.03
1510,2,2022-06-25 07:55,2022-06-25 11:40,230,0.6783,0.0,0.4748,0.05,-0.03
1511,2,2022-06-25 14:15,2022-06-25 15:05,55,0.7644,0.0,0.5351,0.05,-0.03
1512,2,2022-06-25 16:15,2022-06-25 17:35,85,0.3029,0.0,0.212,0.05,-0.03
1513,2,2022-06-26 06:15,2022-06-26 07:25,75,0.282,0.0,0.1974,0.05,-0.03
1514,2,2022-06-26 16:30,2022-06-26 16:40,15,0.2156,0.0,0.1509,0.05,-0.03
1515,2,2022-06-26 18:25,2022-06-26 18:35,15,0.1819,0.0,0.1273,0.05,-0.03
1516,2,2022-06-27 07:25,2022-06-27 07:40,20,0.3765,0.0,0.2636,0.05,-0.03
1517,2,2022-06-27 12:10,2022-06-27 12:20,15,0.7931,0.0,0.5552,0.05,-0.03
1518,2,2022-06-27 17:30,2022-06-27 19:25,120,0.4022,0.0,0.2815,0.05,-0.03
1519,2,2022-06-28 07:55,2022-06-28 09:50,120,0.4043,0.0,0.283,0.05,-0.03
1520,2,2022-06-28 13:35,2022-06-28 13:45,15,0.832,0.0,0.5824,0.05,-0.03
1521,2,2022-06-28 15:05,2022-06-28 17:25,145,0.5982,0.0,0.4187,0.05,-0.03
1522,2,2022-06-29 06:15,2022-06-29 07:30,80,0.2928,0.0,0.205,0.05,-0.03
1523,2,2022-06-30 07:20,2022-06-30 08:15,60,0.1754,0.0,0.1228,0.05,-0.03
1524,2,2022-07-02 06:50,2022-07-02 07:30,45,0.3146,0.0,0.2202,0.05,-0.03
1525,2,2022-07-02 12:20,2022-07-02 12:30,15,0.8175,0.0,0.5722,0.05,-0.03
1526,2,2022-07-02 17:40,2022-07-02 18:10,35,0.5002,0.0,0.3501,0.05,-0.03
1527,2,2022-07-02 18:55,2022-07-02 19:45,55,0.2309,0.0,0.1616,0.05,-0.03
1528,2,2022-07-04 07:05,2022-07-04 10:00,180,0.3319,0.0,0.2323,0.05,-0.03
1529,2,2022-07-04 10:35,2022-07-04 13:20,170,0.3686,0.0,0.258,0.05,-0.03
1530,2,2022-07-04 14:15,2022-07-04 16:25,135,0.4378,0.0,0.3065,0.05,-0.03
1531,2,2022-07-04 17:20,2022-07-04 19:10,115,0.2278,0.0,0.1595,0.05,-0.03
1532,2,2022-07-06 12:10,2022-07-06 12:20,15,0.8291,0.0,0.5804,0.05,-0.03
1533,2,2022-07-06 13:20,2022-07-06 14:10,55,0.7901,0.0,0.5531,0.05,-0.03
1534,2,2022-07-06 15:15,2022-07-06 16:05,55,0.639,0.0,0.4473,0.05,-0.03
1535,2,2022-07-06 18:05,2022-07-06 19:00,60,0.197,0.0,0.1379,0.05,-0.03
1536,2,2022-07-09 08:35,2022-07-09 15:35,425,0.189,0.0,0.1323,0.05,-0.03
1537,2,2022-07-10 06:15,2022-07-10 06:50,40,0.1553,0.0,0.1087,0.05,-0.03
1538,2,2022-07-11 07:20,2022-07-11 07:30,15,0.3114,0.0,0.218,0.05,-0.03
1539,2,2022-07-11 10:00,2022-07-11 10:20,25,0.6081,0.0,0.4257,0.05,-0.03
1540,2,2022-07-11 11:55,2022-07-11 12:05,15,0.7679,0.0,0.5375,0.05,-0.03
1541,2,2022-07-11 15:10,2022-07-11 16:05,60,0.6721,0.0,0.4705,0.05,-0.03
1542,2,2022-07-11 18:00,2022-07-11 18:10,15,0.5269,0.0,0.3688,0.05,-0.03
1543,2,2022-07-11 19:50,2022-07-11 20:15,30,0.1282,0.0,0.0897,0.05,-0.03
1544,2,2022-07-12 07:55,2022-07-12 12:00,250,0.6285,0.0,0.4399,0.05,-0.03
1545,2,2022-07-12 13:05,2022-07-12 17:30,270,0.6826,0.0,0.4778,0.05,-0.03
1546,2,2022-07-13 07:00,2022-07-13 07:55,60,0.2527,0.0,0.1769,0.05,-0.03
1547,2,2022-07-13 15:55,2022-07-13 16:05,15,0.6146,0.0,0.4302,0.05,-0.03
1548,2,2022-07-13 17:40,2022-07-13 19:10,95,0.4464,0.0,0.3125,0.05,-0.03
1549,2,2022-07-18 07:25,2022-07-18 13:20,360,0.2683,0.0,0.1878,0.05,-0.03
1550,2,2022-07-18 15:25,2022-07-18 17:35,135,0.3213,0.0,0.2249,0.05,-0.03
1551,2,2022-07-18 19:05,2022-07-18 19:35,35,0.0729,0.0,0.051,0.05,-0.03
1552,2,2022-07-22 08:10,2022-07-22 11:10,185,0.1188,0.0,0.0832,0.05,-0.03
1553,2,2022-07-22 15:20,2022-07-22 18:15,180,0.3822,0.0,0.2675,0.05,-0.03
1554,2,2022-07-28 07:35,2022-07-28 13:10,340,0.1491,0.0,0.1044,0.05,-0.03
1555,2,2022-07-28 15:20,2022-07-28 18:10,175,0.3441,0.0,0.2409,0.05,-0.03
1556,2,2022-07-30 06:55,2022-07-30 08:30,100,0.081,0.0,0.0567,0.05,-0.03
1557,2,2022-07-30 09:20,2022-07-30 10:20,65,0.368,0.0,0.2576,0.05,-0.03
1558,2,2022-07-30 11:10,2022-07-30 13:50,165,0.3069,0.0,0.2148,0.05,-0.03
1559,2,2022-07-30 15:10,2022-07-30 17:40,155,0.3712,0.0,0.2598,0.05,-0.03
1560,2,2022-08-05 07:35,2022-08-05 17:55,625,0.3178,0.0,0.2225,0.05,-0.03
1561,2,2022-08-14 07:20,2022-08-14 16:20,545,0.4642,0.0,0.3249,0.05,-0.03
