event_id,inv_id,timestamp_debut,timestamp_fin,duree_minutes,peak_error,dtw_distance,mean_error,gradient_montee,gradient_descente
6922,12,2018-04-17 15:45,2018-04-17 15:55,15,0.0841,0.0,0.0589,0.05,-0.03
6923,12,2018-04-17 17:40,2018-04-17 17:50,15,0.1105,0.0,0.0774,0.05,-0.03
6924,12,2018-04-21 11:30,2018-04-21 11:40,15,0.8535,0.0,0.5974,0.05,-0.03
6925,12,2018-04-21 13:00,2018-04-21 15:10,135,0.6674,0.0,0.4672,0.05,-0.03
6926,12,2018-04-21 18:40,2018-04-21 19:50,75,0.0881,0.0,0.0617,0.05,-0.03
6927,12,2018-04-22 07:00,2018-04-22 07:50,55,0.0623,0.0,0.0436,0.05,-0.03
6928,12,2018-04-22 12:40,2018-04-22 16:20,225,0.3979,0.0,0.2785,0.05,-0.03
6929,12,2018-04-22 17:35,2018-04-22 18:25,55,0.3974,0.0,0.2782,0.05,-0.03
6930,12,2018-04-22 19:20,2018-04-22 19:30,15,0.0619,0.0,0.0433,0.05,-0.03
6931,12,2018-04-23 07:05,2018-04-23 07:25,25,0.1806,0.0,0.1264,0.05,-0.03
6932,12,2018-04-23 09:35,2018-04-23 09:50,20,0.6036,0.0,0.4225,0.05,-0.03
6933,12,2018-04-26 07:45,2018-04-26 08:25,45,0.2683,0.0,0.1878,0.05,-0.03
6934,12,2018-04-26 11:10,2018-04-26 12:45,100,0.3198,0.0,0.2239,0.05,-0.03
6935,12,2018-04-26 14:55,2018-04-26 15:05,15,0.762,0.0,0.5334,0.05,-0.03
6936,12,2018-05-19 05:50,2018-05-19 06:05,20,0.0676,0.0,0.0473,0.05,-0.03
6937,12,2018-05-19 16:25,2018-05-19 17:40,80,0.4261,0.0,0.2983,0.05,-0.03
6938,12,2018-05-19 20:05,2018-05-19 20:15,15,0.065,0.0,0.0455,0.05,-0.03
6939,12,2018-05-20 08:20,2018-05-20 10:05,110,0.1827,0.0,0.1279,0.05,-0.03
6940,12,2018-05-20 18:30,2018-05-20 18:50,25,0.224,0.0,0.1568,0.05,-0.03
6941,12,2018-05-31 08:25,2018-05-31 09:25,65,0.2916,0.0,0.2041,0.05,-0.03
6942,12,2018-05-31 10:05,2018-05-31 10:25,25,0.2375,0.0,0.1662,0.05,-0.03
6943,12,2018-05-31 15:10,2018-05-31 15:55,50,0.4785,0.0,0.3349,0.05,-0.03
6944,12,2018-06-29 10:20,2018-06-29 10:30,15,0.247,0.0,0.1729,0.05,-0.03
6945,12,2018-06-29 11:05,2018-06-29 11:15,15,0.3648,0.0,0.2554,0.05,-0.03
6946,12,2018-06-29 12:20,2018-06-29 12:30,15,0.3302,0.0,0.2311,0.05,-0.03
6947,12,2018-07-10 17:40,2018-07-10 17:50,15,0.1767,0.0,0.1237,0.05,-0.03
6948,12,2018-08-15 13:00,2018-08-15 13:40,45,0.3117,0.0,0.2182,0.05,-0.03
6949,12,2018-08-22 09:40,2018-08-22 09:50,15,0.2995,0.0,0.2096,0.05,-0.03
6950,12,2018-08-29 09:40,2018-08-29 09:50,15,0.1725,0.0,0.1207,0.05,-0.03
6951,12,2018-09-01 17:00,2018-09-01 17:40,45,0.064,0.0,0.0448,0.05,-0.03
6952,12,2018-09-06 08:45,2018-09-06 08:55,15,0.0789,0.0,0.0552,0.05,-0.03
6953,12,2018-10-03 07:15,2018-10-03 07:40,30,0.0568,0.0,0.0398,0.05,-0.03
6954,12,2018-10-03 09:10,2018-10-03 12:20,195,0.4989,0.0,0.3492,0.05,-0.03
6955,12,2018-10-03 13:05,2018-10-03 15:25,145,0.4708,0.0,0.3296,0.05,-0.03
6956,12,2018-10-03 18:10,2018-10-03 19:30,85,0.2011,0.0,0.1408,0.05,-0.03
6957,12,2019-01-25 08:10,2019-01-25 08:20,15,0.0515,0.0,0.036,0.05,-0.03
6958,12,2019-01-25 12:50,2019-01-25 13:00,15,0.8682,0.0,0.6077,0.05,-0.03
6959,12,2019-02-04 09:15,2019-02-04 09:35,25,0.0747,0.0,0.0523,0.05,-0.03
6960,12,2019-02-04 11:25,2019-02-04 12:05,45,0.1694,0.0,0.1186,0.05,-0.03
6961,12,2019-02-04 12:40,2019-02-04 13:20,45,0.7597,0.0,0.5318,0.05,-0.03
6962,12,2019-02-04 14:30,2019-02-04 17:05,160,0.2968,0.0,0.2078,0.05,-0.03
6963,12,2019-03-06 06:45,2019-03-06 07:35,55,0.1163,0.0,0.0814,0.05,-0.03
6964,12,2019-03-06 08:15,2019-03-06 08:35,25,0.3091,0.0,0.2164,0.05,-0.03
6965,12,2019-03-06 09:15,2019-03-06 11:30,140,0.523,0.0,0.3661,0.05,-0.03
6966,12,2019-03-06 12:05,2019-03-06 14:40,160,0.407,0.0,0.2849,0.05,-0.03
6967,12,2019-03-06 15:30,2019-03-06 17:20,115,0.3104,0.0,0.2173,0.05,-0.03
6968,12,2019-03-11 07:20,2019-03-11 07:45,30,0.0636,0.0,0.0445,0.05,-0.03
6969,12,2019-03-11 09:50,2019-03-11 10:00,15,0.5329,0.0,0.373,0.05,-0.03
6970,12,2019-03-15 06:55,2019-03-15 08:45,115,0.1301,0.0,0.0911,0.05,-0.03
6971,12,2019-03-15 11:55,2019-03-15 12:55,65,0.3167,0.0,0.2217,0.05,-0.03
6972,12,2019-03-15 13:40,2019-03-15 15:35,120,0.6485,0.0,0.454,0.05,-0.03
6973,12,2019-03-15 18:40,2019-03-15 19:30,55,0.1427,0.0,0.0999,0.05,-0.03
6974,12,2019-03-16 06:55,2019-03-16 07:55,65,0.1324,0.0,0.0927,0.05,-0.03
6975,12,2019-03-16 11:15,2019-03-16 13:55,165,0.7025,0.0,0.4918,0.05,-0.03
6976,12,2019-03-16 14:30,2019-03-16 14:55,30,0.7242,0.0,0.5069,0.05,-0.03
6977,12,2019-03-17 06:10,2019-03-17 08:30,145,0.2481,0.0,0.1737,0.05,-0.03
6978,12,2019-03-17 11:20,2019-03-17 15:25,250,0.2781,0.0,0.1947,0.05,-0.03
6979,12,2019-03-17 17:20,2019-03-17 17:55,40,0.1007,0.0,0.0705,0.05,-0.03
6980,12,2019-03-17 18:40,2019-03-17 19:50,75,0.2024,0.0,0.1417,0.05,-0.03
6981,12,2019-03-18 07:15,2019-03-18 07:25,15,0.0505,0.0,0.0354,0.05,-0.03
6982,12,2019-03-18 14:05,2019-03-18 14:50,50,0.8318,0.0,0.5823,0.05,-0.03
6983,12,2019-03-18 18:25,2019-03-18 18:50,30,0.0855,0.0,0.0598,0.05,-0.03
6984,12,2019-03-20 07:00,2019-03-20 09:15,140,0.1141,0.0,0.0799,0.05,-0.03
6985,12,2019-03-20 11:10,2019-03-20 11:30,25,0.1421,0.0,0.0995,0.05,-0.03
6986,12,2019-03-20 12:05,2019-03-20 15:00,180,0.8017,0.0,0.5612,0.05,-0.03
6987,12,2019-03-20 16:55,2019-03-20 17:10,20,0.4638,0.0,0.3247,0.05,-0.03
6988,12,2019-03-20 18:20,2019-03-20 18:30,15,0.0771,0.0,0.054,0.05,-0.03
6989,12,2019-03-20 19:05,2019-03-20 19:20,20,0.0592,0.0,0.0414,0.05,-0.03
6990,12,2019-03-21 07:10,2019-03-21 07:40,35,0.0763,0.0,0.0534,0.05,-0.03
6991,12,2019-03-21 09:15,2019-03-21 09:30,20,0.1419,0.0,0.0993,0.05,-0.03
6992,12,2019-03-21 11:25,2019-03-21 12:15,55,0.7634,0.0,0.5344,0.05,-0.03
6993,12,2019-03-21 16:45,2019-03-21 17:10,30,0.4499,0.0,0.3149,0.05,-0.03
6994,12,2019-03-23 07:10,2019-03-23 10:45,220,0.1716,0.0,0.1201,0.05,-0.03
6995,12,2019-03-23 11:30,2019-03-23 15:35,250,0.6049,0.0,0.4234,0.05,-0.03
6996,12,2019-03-23 16:45,2019-03-23 18:10,90,0.1271,0.0,0.089,0.05,-0.03
6997,12,2019-03-24 10:05,2019-03-24 10:15,15,0.0738,0.0,0.0517,0.05,-0.03
6998,12,2019-03-24 13:10,2019-03-24 13:40,35,0.8132,0.0,0.5692,0.05,-0.03
6999,12,2019-03-24 15:10,2019-03-24 15:20,15,0.187,0.0,0.1309,0.05,-0.03
7000,12,2019-03-27 07:05,2019-03-27 07:30,30,0.0645,0.0,0.0451,0.05,-0.03
7001,12,2019-03-27 08:30,2019-03-27 09:10,45,0.1081,0.0,0.0757,0.05,-0.03
7002,12,2019-03-27 10:45,2019-03-27 10:55,15,0.1129,0.0,0.079,0.05,-0.03
7003,12,2019-03-27 12:25,2019-03-27 12:55,35,0.7446,0.0,0.5212,0.05,-0.03
7004,12,2019-03-27 14:20,2019-03-27 14:30,15,0.1573,0.0,0.1101,0.05,-0.03
7005,12,2019-03-27 15:20,2019-03-27 16:25,70,0.4864,0.0,0.3405,0.05,-0.03
7006,12,2019-03-27 17:20,2019-03-27 18:20,65,0.4181,0.0,0.2927,0.05,-0.03
7007,12,2019-03-29 08:50,2019-03-29 09:35,50,0.1671,0.0,0.117,0.05,-0.03
7008,12,2019-03-29 10:15,2019-03-29 10:25,15,0.5729,0.0,0.401,0.05,-0.03
7009,12,2019-03-29 16:25,2019-03-29 16:35,15,0.5065,0.0,0.3545,0.05,-0.03
7010,12,2019-03-30 07:00,2019-03-30 07:10,15,0.0513,0.0,0.0359,0.05,-0.03
7011,12,2019-03-30 13:25,2019-03-30 13:45,25,0.8812,0.0,0.6168,0.05,-0.03
7012,12,2019-03-30 14:40,2019-03-30 14:55,20,0.7934,0.0,0.5554,0.05,-0.03
7013,12,2019-03-31 06:25,2019-03-31 07:50,90,0.1751,0.0,0.1226,0.05,-0.03
7014,12,2019-03-31 11:00,2019-03-31 14:50,235,0.5236,0.0,0.3665,0.05,-0.03
7015,12,2019-03-31 16:00,2019-03-31 16:15,20,0.0887,0.0,0.0621,0.05,-0.03
7016,12,2019-03-31 19:15,2019-03-31 19:25,15,0.0504,0.0,0.0353,0.05,-0.03
7017,12,2019-04-09 06:45,2019-04-09 07:15,35,0.0616,0.0,0.0431,0.05,-0.03
7018,12,2019-04-09 12:30,2019-04-09 12:40,15,0.9178,0.0,0.6425,0.05,-0.03
7019,12,2019-04-09 13:40,2019-04-09 13:55,20,0.7924,0.0,0.5547,0.05,-0.03
7020,12,2019-04-09 15:00,2019-04-09 15:40,45,0.5607,0.0,0.3925,0.05,-0.03
7021,12,2019-04-09 19:25,2019-04-09 19:40,20,0.0596,0.0,0.0417,0.05,-0.03
7022,12,2019-04-10 11:50,2019-04-10 12:30,45,0.6982,0.0,0.4887,0.05,-0.03
7023,12,2019-04-13 05:50,2019-04-13 07:45,120,0.2115,0.0,0.148,0.05,-0.03
7024,12,2019-04-13 11:45,2019-04-13 12:25,45,0.6883,0.0,0.4818,0.05,-0.03
7025,12,2019-04-13 13:00,2019-04-13 15:10,135,0.4766,0.0,0.3336,0.05,-0.03
7026,12,2019-04-13 18:40,2019-04-13 20:05,90,0.1313,0.0,0.0919,0.05,-0.03
7027,12,2019-04-14 06:40,2019-04-14 06:50,15,0.052,0.0,0.0364,0.05,-0.03
7028,12,2019-04-14 09:45,2019-04-14 12:55,195,0.5111,0.0,0.3578,0.05,-0.03
7029,12,2019-04-14 14:20,2019-04-14 14:45,30,0.1688,0.0,0.1182,0.05,-0.03
7030,12,2019-04-14 15:40,2019-04-14 16:20,45,0.1224,0.0,0.0857,0.05,-0.03
7031,12,2019-04-16 09:15,2019-04-16 09:25,15,0.0756,0.0,0.0529,0.05,-0.03
7032,12,2019-04-16 10:00,2019-04-16 13:25,210,0.5775,0.0,0.4042,0.05,-0.03
7033,12,2019-04-16 15:30,2019-04-16 15:55,30,0.1641,0.0,0.1149,0.05,-0.03
7034,12,2019-04-16 19:35,2019-04-16 19:45,15,0.0555,0.0,0.0388,0.05,-0.03
7035,12,2019-04-17 14:45,2019-04-17 15:20,40,0.6825,0.0,0.4777,0.05,-0.03
7036,12,2019-04-17 16:00,2019-04-17 16:10,15,0.5255,0.0,0.3678,0.05,-0.03
7037,12,2019-04-20 08:05,2019-04-20 09:45,105,0.2718,0.0,0.1903,0.05,-0.03
7038,12,2019-04-20 11:20,2019-04-20 11:40,25,0.7698,0.0,0.5389,0.05,-0.03
7039,12,2019-04-20 17:00,2019-04-20 18:05,70,0.2797,0.0,0.1958,0.05,-0.03
7040,12,2019-04-21 06:20,2019-04-21 06:40,25,0.0629,0.0,0.044,0.05,-0.03
7041,12,2019-04-21 10:15,2019-04-21 11:40,90,0.419,0.0,0.2933,0.05,-0.03
7042,12,2019-04-21 13:20,2019-04-21 15:10,115,0.602,0.0,0.4214,0.05,-0.03
7043,12,2019-04-21 18:25,2019-04-21 18:35,15,0.0945,0.0,0.0662,0.05,-0.03
7044,12,2019-04-24 11:35,2019-04-24 11:45,15,0.8328,0.0,0.583,0.05,-0.03
7045,12,2019-04-28 06:00,2019-04-28 06:35,40,0.1287,0.0,0.0901,0.05,-0.03
7046,12,2019-04-28 07:30,2019-04-28 08:15,50,0.118,0.0,0.0826,0.05,-0.03
7047,12,2019-04-28 08:50,2019-04-28 09:00,15,0.0569,0.0,0.0398,0.05,-0.03
7048,12,2019-04-28 11:50,2019-04-28 13:10,85,0.6106,0.0,0.4274,0.05,-0.03
7049,12,2019-04-28 17:25,2019-04-28 18:30,70,0.4032,0.0,0.2822,0.05,-0.03
7050,12,2019-04-28 19:50,2019-04-28 20:05,20,0.0642,0.0,0.0449,0.05,-0.03
7051,12,2019-05-01 11:40,2019-05-01 12:00,25,0.823,0.0,0.5761,0.05,-0.03
7052,12,2019-05-05 05:45,2019-05-05 06:30,50,0.1174,0.0,0.0822,0.05,-0.03
7053,12,2019-05-05 10:20,2019-05-05 10:30,15,0.5188,0.0,0.3632,0.05,-0.03
7054,12,2019-05-05 11:10,2019-05-05 15:35,270,0.6652,0.0,0.4656,0.05,-0.03
7055,12,2019-05-05 17:50,2019-05-05 18:30,45,0.1362,0.0,0.0953,0.05,-0.03
7056,12,2019-05-12 05:45,2019-05-12 06:55,75,0.1551,0.0,0.1086,0.05,-0.03
7057,12,2019-05-12 11:15,2019-05-12 14:35,205,0.5804,0.0,0.4063,0.05,-0.03
7058,12,2019-05-12 19:55,2019-05-12 20:10,20,0.0587,0.0,0.0411,0.05,-0.03
7059,12,2019-05-19 06:35,2019-05-19 08:30,120,0.1244,0.0,0.0871,0.05,-0.03
7060,12,2019-05-19 10:20,2019-05-19 12:45,150,0.3554,0.0,0.2488,0.05,-0.03
7061,12,2019-05-19 13:35,2019-05-19 14:25,55,0.3392,0.0,0.2374,0.05,-0.03
7062,12,2019-05-19 15:30,2019-05-19 16:00,35,0.3046,0.0,0.2132,0.05,-0.03
7063,12,2019-05-19 16:50,2019-05-19 17:05,20,0.0716,0.0,0.0501,0.05,-0.03
7064,12,2019-05-19 17:40,2019-05-19 18:55,80,0.2746,0.0,0.1922,0.05,-0.03
7065,12,2019-05-20 05:55,2019-05-20 06:05,15,0.0713,0.0,0.0499,0.05,-0.03
7066,12,2019-05-20 08:30,2019-05-20 13:40,315,0.4693,0.0,0.3285,0.05,-0.03
7067,12,2019-05-20 14:15,2019-05-20 17:20,190,0.4935,0.0,0.3454,0.05,-0.03
7068,12,2019-05-20 18:00,2019-05-20 18:30,35,0.2201,0.0,0.1541,0.05,-0.03
7069,12,2019-05-20 19:55,2019-05-20 20:25,35,0.0931,0.0,0.0652,0.05,-0.03
7070,12,2019-05-21 05:35,2019-05-21 06:45,75,0.1658,0.0,0.1161,0.05,-0.03
7071,12,2019-05-21 08:15,2019-05-21 11:40,210,0.5269,0.0,0.3688,0.05,-0.03
7072,12,2019-05-21 13:10,2019-05-21 16:15,190,0.4754,0.0,0.3328,0.05,-0.03
7073,12,2019-05-21 17:30,2019-05-21 17:40,15,0.6171,0.0,0.432,0.05,-0.03
7074,12,2019-05-21 18:55,2019-05-21 20:20,90,0.0733,0.0,0.0513,0.05,-0.03
7075,12,2019-05-22 05:40,2019-05-22 07:30,115,0.1731,0.0,0.1212,0.05,-0.03
7076,12,2019-05-22 08:05,2019-05-22 08:30,30,0.2428,0.0,0.17,0.05,-0.03
7077,12,2019-05-22 10:50,2019-05-22 11:55,70,0.797,0.0,0.5579,0.05,-0.03
7078,12,2019-05-22 13:45,2019-05-22 16:55,195,0.6378,0.0,0.4465,0.05,-0.03
7079,12,2019-05-22 17:50,2019-05-22 18:00,15,0.1401,0.0,0.0981,0.05,-0.03
7080,12,2019-05-22 19:55,2019-05-22 20:35,45,0.1248,0.0,0.0874,0.05,-0.03
7081,12,2019-05-25 06:20,2019-05-25 08:50,155,0.1461,0.0,0.1023,0.05,-0.03
7082,12,2019-05-25 11:15,2019-05-25 11:40,30,0.1196,0.0,0.0837,0.05,-0.03
7083,12,2019-05-25 12:50,2019-05-25 14:55,130,0.8459,0.0,0.5921,0.05,-0.03
7084,12,2019-05-25 16:25,2019-05-25 16:35,15,0.5424,0.0,0.3797,0.05,-0.03
7085,12,2019-05-25 20:05,2019-05-25 20:20,20,0.0693,0.0,0.0485,0.05,-0.03
7086,12,2019-05-30 05:45,2019-05-30 06:00,20,0.0849,0.0,0.0594,0.05,-0.03
7087,12,2019-05-30 08:40,2019-05-30 09:20,45,0.3853,0.0,0.2697,0.05,-0.03
7088,12,2019-05-30 14:30,2019-05-30 14:40,15,0.0784,0.0,0.0549,0.05,-0.03
7089,12,2019-05-30 15:25,2019-05-30 18:30,190,0.5573,0.0,0.3901,0.05,-0.03
7090,12,2019-05-30 19:10,2019-05-30 19:25,20,0.3424,0.0,0.2397,0.05,-0.03
7091,12,2019-06-01 15:45,2019-06-01 15:55,15,0.6621,0.0,0.4635,0.05,-0.03
7092,12,2019-06-02 05:45,2019-06-02 06:00,20,0.0793,0.0,0.0555,0.05,-0.03
7093,12,2019-06-02 12:05,2019-06-02 12:25,25,0.8073,0.0,0.5651,0.05,-0.03
7094,12,2019-06-02 13:20,2019-06-02 14:10,55,0.8537,0.0,0.5976,0.05,-0.03
7095,12,2019-06-02 14:55,2019-06-02 15:05,15,0.7409,0.0,0.5186,0.05,-0.03
7096,12,2019-06-03 13:20,2019-06-03 14:05,50,0.8417,0.0,0.5892,0.05,-0.03
7097,12,2019-06-03 15:25,2019-06-03 16:55,95,0.5974,0.0,0.4182,0.05,-0.03
7098,12,2019-06-04 12:10,2019-06-04 12:20,15,0.8369,0.0,0.5858,0.05,-0.03
7099,12,2019-06-04 14:55,2019-06-04 15:45,55,0.7348,0.0,0.5144,0.05,-0.03
7100,12,2019-06-06 12:45,2019-06-06 12:55,15,0.1603,0.0,0.1122,0.05,-0.03
7101,12,2019-06-07 05:40,2019-06-07 06:00,25,0.1017,0.0,0.0712,0.05,-0.03
7102,12,2019-06-07 19:20,2019-06-07 19:30,15,0.057,0.0,0.0399,0.05,-0.03
7103,12,2019-06-08 05:45,2019-06-08 06:55,75,0.1032,0.0,0.0722,0.05,-0.03
7104,12,2019-06-08 12:05,2019-06-08 12:25,25,0.8265,0.0,0.5786,0.05,-0.03
7105,12,2019-06-08 13:10,2019-06-08 13:30,25,0.8843,0.0,0.619,0.05,-0.03
7106,12,2019-06-08 15:00,2019-06-08 15:10,15,0.7895,0.0,0.5526,0.05,-0.03
7107,12,2019-06-08 16:55,2019-06-08 17:25,35,0.0827,0.0,0.0579,0.05,-0.03
7108,12,2019-06-09 05:45,2019-06-09 05:55,15,0.0579,0.0,0.0405,0.05,-0.03
7109,12,2019-06-09 11:30,2019-06-09 11:40,15,0.8256,0.0,0.5779,0.05,-0.03
7110,12,2019-06-09 14:25,2019-06-09 17:30,190,0.6926,0.0,0.4848,0.05,-0.03
7111,12,2019-06-09 18:35,2019-06-09 18:45,15,0.069,0.0,0.0483,0.05,-0.03
7112,12,2019-06-11 07:15,2019-06-11 08:05,55,0.1522,0.0,0.1065,0.05,-0.03
7113,12,2019-06-11 10:25,2019-06-11 10:35,15,0.0678,0.0,0.0475,0.05,-0.03
7114,12,2019-06-11 14:15,2019-06-11 14:25,15,0.8128,0.0,0.569,0.05,-0.03
7115,12,2019-06-14 06:20,2019-06-14 07:15,60,0.2239,0.0,0.1567,0.05,-0.03
7116,12,2019-06-16 05:45,2019-06-16 06:05,25,0.0967,0.0,0.0677,0.05,-0.03
7117,12,2019-06-16 15:30,2019-06-16 16:35,70,0.274,0.0,0.1918,0.05,-0.03
7118,12,2019-06-16 18:20,2019-06-16 18:30,15,0.1257,0.0,0.088,0.05,-0.03
7119,12,2019-07-02 05:50,2019-07-02 07:00,75,0.0904,0.0,0.0633,0.05,-0.03
7120,12,2019-07-02 16:40,2019-07-02 17:00,25,0.2209,0.0,0.1546,0.05,-0.03
7121,12,2019-07-02 18:00,2019-07-02 18:30,35,0.318,0.0,0.2226,0.05,-0.03
7122,12,2019-07-02 20:25,2019-07-02 20:35,15,0.0621,0.0,0.0435,0.05,-0.03
7123,12,2019-09-18 08:30,2019-09-18 08:40,15,0.0539,0.0,0.0377,0.05,-0.03
7124,12,2019-09-18 11:00,2019-09-18 11:40,45,0.5615,0.0,0.393,0.05,-0.03
7125,12,2019-09-18 14:25,2019-09-18 15:50,90,0.5672,0.0,0.397,0.05,-0.03
7126,12,2019-09-18 16:25,2019-09-18 16:35,15,0.2237,0.0,0.1566,0.05,-0.03
7127,12,2019-09-18 17:25,2019-09-18 18:00,40,0.1553,0.0,0.1087,0.05,-0.03
7128,12,2020-01-09 07:25,2020-01-09 07:35,15,0.0516,0.0,0.0361,0.05,-0.03
7129,12,2020-01-09 08:55,2020-01-09 10:00,70,0.0574,0.0,0.0402,0.05,-0.03
7130,12,2020-01-09 11:55,2020-01-09 14:10,140,0.5216,0.0,0.3651,0.05,-0.03
7131,12,2020-01-09 16:25,2020-01-09 17:15,55,0.0555,0.0,0.0388,0.05,-0.03
7132,12,2020-02-18 06:40,2020-02-18 08:20,105,0.3212,0.0,0.2248,0.05,-0.03
7133,12,2020-02-18 12:45,2020-02-18 13:55,75,0.7227,0.0,0.5059,0.05,-0.03
7134,12,2020-03-15 06:50,2020-03-15 09:15,150,0.1413,0.0,0.0989,0.05,-0.03
7135,12,2020-03-15 12:05,2020-03-15 16:45,285,0.5461,0.0,0.3823,0.05,-0.03
7136,12,2020-03-15 18:45,2020-03-15 19:40,60,0.1301,0.0,0.0911,0.05,-0.03
7137,12,2020-03-19 07:15,2020-03-19 07:25,15,0.0523,0.0,0.0366,0.05,-0.03
7138,12,2020-03-19 12:20,2020-03-19 12:45,30,0.6239,0.0,0.4367,0.05,-0.03
7139,12,2020-04-03 08:15,2020-04-03 08:30,20,0.1135,0.0,0.0794,0.05,-0.03
7140,12,2020-04-03 10:55,2020-04-03 11:25,35,0.7778,0.0,0.5445,0.05,-0.03
7141,12,2020-04-13 07:55,2020-04-13 08:25,35,0.1715,0.0,0.12,0.05,-0.03
7142,12,2020-04-18 10:30,2020-04-18 11:20,55,0.4917,0.0,0.3442,0.05,-0.03
7143,12,2020-04-18 16:30,2020-04-18 16:40,15,0.1587,0.0,0.1111,0.05,-0.03
7144,12,2020-05-17 06:20,2020-05-17 08:25,130,0.2139,0.0,0.1497,0.05,-0.03
7145,12,2020-05-17 11:40,2020-05-17 11:50,15,0.5773,0.0,0.4041,0.05,-0.03
7146,12,2020-05-17 13:30,2020-05-17 14:20,55,0.4248,0.0,0.2974,0.05,-0.03
7147,12,2020-05-17 14:55,2020-05-17 15:30,40,0.2898,0.0,0.2029,0.05,-0.03
7148,12,2020-05-17 18:55,2020-05-17 19:05,15,0.0751,0.0,0.0526,0.05,-0.03
7149,12,2020-05-17 20:00,2020-05-17 20:20,25,0.0972,0.0,0.068,0.05,-0.03
7150,12,2020-05-18 05:50,2020-05-18 06:40,55,0.1155,0.0,0.0808,0.05,-0.03
7151,12,2020-05-18 08:30,2020-05-18 09:30,65,0.3402,0.0,0.2381,0.05,-0.03
7152,12,2020-05-18 10:05,2020-05-18 12:15,135,0.3151,0.0,0.2206,0.05,-0.03
7153,12,2020-05-18 13:00,2020-05-18 13:20,25,0.1949,0.0,0.1364,0.05,-0.03
7154,12,2020-05-18 14:05,2020-05-18 14:25,25,0.3034,0.0,0.2124,0.05,-0.03
7155,12,2020-05-18 15:10,2020-05-18 17:50,165,0.3674,0.0,0.2572,0.05,-0.03
7156,12,2020-05-20 08:20,2020-05-20 09:00,45,0.0842,0.0,0.0589,0.05,-0.03
7157,12,2020-05-20 10:00,2020-05-20 10:45,50,0.3022,0.0,0.2115,0.05,-0.03
7158,12,2020-05-21 14:05,2020-05-21 15:25,85,0.4586,0.0,0.321,0.05,-0.03
7159,12,2020-05-27 09:40,2020-05-27 09:55,20,0.0811,0.0,0.0568,0.05,-0.03
7160,12,2020-06-06 07:15,2020-06-06 07:30,20,0.1251,0.0,0.0876,0.05,-0.03
7161,12,2020-06-06 18:15,2020-06-06 18:25,15,0.5286,0.0,0.37,0.05,-0.03
7162,12,2020-06-16 14:00,2020-06-16 14:40,45,0.1815,0.0,0.127,0.05,-0.03
7163,12,2020-06-16 16:00,2020-06-16 16:25,30,0.3315,0.0,0.232,0.05,-0.03
7164,12,2020-06-16 20:00,2020-06-16 20:10,15,0.0759,0.0,0.0531,0.05,-0.03
7165,12,2020-06-18 18:45,2020-06-18 19:05,25,0.1158,0.0,0.0811,0.05,-0.03
7166,12,2020-06-28 05:45,2020-06-28 06:00,20,0.0739,0.0,0.0517,0.05,-0.03
7167,12,2020-06-28 12:15,2020-06-28 12:40,30,0.1225,0.0,0.0857,0.05,-0.03
7168,12,2020-06-28 14:45,2020-06-28 15:30,50,0.4165,0.0,0.2915,0.05,-0.03
7169,12,2020-06-28 16:35,2020-06-28 17:45,75,0.288,0.0,0.2016,0.05,-0.03
7170,12,2020-07-24 10:05,2020-07-24 10:40,40,0.5777,0.0,0.4044,0.05,-0.03
7171,12,2020-07-24 16:30,2020-07-24 17:00,35,0.5599,0.0,0.3919,0.05,-0.03
7172,12,2020-07-25 18:15,2020-07-25 18:40,30,0.4865,0.0,0.3405,0.05,-0.03
7173,12,2020-07-27 08:40,2020-07-27 10:50,135,0.3311,0.0,0.2318,0.05,-0.03
7174,12,2020-07-27 18:50,2020-07-27 19:00,15,0.3291,0.0,0.2304,0.05,-0.03
7175,12,2020-07-27 19:40,2020-07-27 19:50,15,0.147,0.0,0.1029,0.05,-0.03
7176,12,2020-07-28 17:00,2020-07-28 18:35,100,0.4799,0.0,0.3359,0.05,-0.03
7177,12,2020-09-02 11:10,2020-09-02 11:20,15,0.5565,0.0,0.3895,0.05,-0.03
7178,12,2020-09-02 18:25,2020-09-02 18:50,30,0.0848,0.0,0.0594,0.05,-0.03
7179,12,2020-09-14 12:00,2020-09-14 12:20,25,0.6229,0.0,0.436,0.05,-0.03
7180,12,2020-12-04 12:15,2020-12-04 12:30,20,0.7431,0.0,0.5202,0.05,-0.03
7181,12,2021-01-04 09:25,2021-01-04 09:35,15,0.0753,0.0,0.0527,0.05,-0.03
7182,12,2021-01-04 10:20,2021-01-04 12:50,155,0.4663,0.0,0.3264,0.05,-0.03
7183,12,2021-01-04 13:40,2021-01-04 15:20,105,0.4535,0.0,0.3174,0.05,-0.03
7184,12,2021-04-27 11:35,2021-04-27 11:45,15,0.7599,0.0,0.5319,0.05,-0.03
7185,12,2021-04-27 13:40,2021-04-27 13:50,15,0.8099,0.0,0.5669,0.05,-0.03
7186,12,2021-05-13 13:05,2021-05-13 13:20,20,0.7763,0.0,0.5434,0.05,-0.03
7187,12,2021-05-13 13:55,2021-05-13 14:05,15,0.0655,0.0,0.0458,0.05,-0.03
7188,12,2021-05-20 16:00,2021-05-20 17:20,85,0.3557,0.0,0.249,0.05,-0.03
7189,12,2021-05-21 05:55,2021-05-21 06:10,20,0.0723,0.0,0.0506,0.05,-0.03
